Lender_Type,Customer_ID,Loan_ID,Loan_Type,Loan_Purpose,Loan_Amount,Interest_Rate,Loan_Term_Months,Start_Date,End_Date,Repayment_Status,NPA_Status,Pending_Amount,Non_Repayment_EMIs,Default_Date,Recovery_Status,Collateral,Guarantor,Prepayment_Option,EMI_Amount,Name,Age,Gender,Account_Type,Credit_Score,Customer_Segment,Branch_Location
P2P Lending,C515,L1659,Personal Loan,Wedding Expenses,3514496,7.1,48,2021-01-15,2024-12-25,Ongoing,No,3514496,4,,Active,None,Father,No,73219.0,Vikram Iyer,46,M,Savings,778,SME,Ahmedabad
P2P Lending,C1370,L602,Business Loan,Working Capital,3228406,14.5,24,2024-08-26,2026-08-16,Ongoing,No,3228406,2,,Active,Factory,Wife,Yes,134517.0,Deepak Kapoor,46,M,Savings,730,Corporate,Jaipur
P2P Lending,C14,L270,Car Loan,Vehicle Purchase,2464298,7.5,24,2024-12-12,2026-12-02,Ongoing,No,2464298,4,,Active,Car,Husband,No,102679.0,Megha Rathi,45,F,Current,727,Corporate,Jaipur
P2P Lending,C1280,L1923,Personal Loan,Medical Expenses,3950564,13.8,120,2019-05-27,2029-04-04,Ongoing,No,3950564,3,,Active,None,None,Yes,32921.0,Suresh Sharma,50,F,Savings,655,Retail,Delhi
P2P Lending,C342,L701,Personal Loan,Wedding Expenses,737205,12.3,120,2020-09-06,2030-07-16,Ongoing,No,737205,6,,Active,None,Mother,Yes,6143.0,Suresh Kumar,34,M,Current,630,SME,Mumbai
P2P Lending,C392,L1236,Business Loan,Business Expansion,2488872,12.2,120,2024-01-09,2033-11-17,Ongoing,No,2488872,1,,Active,Factory,Father,No,20741.0,Anita Bansal,46,M,Current,621,SME,Ahmedabad
P2P Lending,C1931,L546,Personal Loan,Debt Consolidation,3646687,7.0,48,2019-04-20,2023-03-30,Closed,No,0,0,,Closed,None,Wife,No,75973.0,Anjali Kumar,56,F,Current,734,Corporate,Mumbai
P2P Lending,C551,L267,Home Loan,Renovation,4315106,13.4,36,2025-10-28,2028-10-12,Ongoing,No,4315106,1,,Active,House,Mother,Yes,119864.0,Deepak Kumar,48,F,Savings,779,Corporate,Ahmedabad
P2P Lending,C117,L1351,Business Loan,Startup Funding,3005713,7.9,48,2019-01-10,2022-12-20,Ongoing,No,3005713,1,,Active,Factory,Mother,Yes,62619.0,Rajesh Gupta,58,F,Current,655,Retail,Delhi
P2P Lending,C344,L731,Business Loan,Business Expansion,341695,10.9,240,2025-08-05,2045-04-22,Defaulted,Yes,341695,0,2024-11-20,Recovery,Factory,Brother,No,1424.0,Sneha Bansal,38,M,Savings,663,Retail,Bangalore
P2P Lending,C67,L669,Business Loan,Startup Funding,3335104,13.7,36,2024-10-29,2027-10-14,Ongoing,No,3335104,4,,Active,Factory,Brother,No,92642.0,Suresh Bansal,42,M,Savings,739,Retail,Jaipur
P2P Lending,C1024,L681,Business Loan,Business Expansion,3420351,10.6,120,2024-01-21,2033-11-29,Ongoing,No,3420351,0,,Active,Factory,Husband,Yes,28503.0,Suresh Malhotra,54,F,Savings,616,SME,Delhi
P2P Lending,C1461,L194,Business Loan,Working Capital,1626667,14.6,240,2022-06-26,2042-03-13,Ongoing,No,1626667,3,,Active,Factory,Wife,No,6778.0,Sneha Kumar,25,F,Savings,722,Corporate,Jaipur
P2P Lending,C1865,L503,Home Loan,Renovation,4477929,11.9,48,2021-04-18,2025-03-28,Closed,No,0,0,,Closed,House,Mother,No,93290.0,Anjali Desai,47,M,Savings,711,Corporate,Kolkata
P2P Lending,C284,L66,Car Loan,Vehicle Purchase,4435716,11.7,48,2020-05-31,2024-05-10,Ongoing,No,4435716,0,,Active,Car,Mother,No,92411.0,Anita Singh,55,F,Current,700,Retail,Mumbai
P2P Lending,C473,L496,Personal Loan,Medical Expenses,2756258,11.5,120,2019-09-08,2029-07-17,Closed,No,0,0,,Closed,None,None,No,22969.0,Kunal Singh,49,F,Current,724,SME,Chennai
P2P Lending,C1204,L1475,Personal Loan,Debt Consolidation,2462968,13.9,60,2025-06-09,2030-05-14,Ongoing,No,2462968,0,,Active,None,Wife,Yes,41049.0,Rajesh Bansal,29,F,Current,641,SME,Chennai
P2P Lending,C1525,L740,Home Loan,Residential Property,3249031,12.2,96,2024-07-26,2032-06-14,Ongoing,No,3249031,1,,Active,House,Father,No,33844.0,Pooja Kumar,27,F,Savings,672,Corporate,Hyderabad
P2P Lending,C1975,L1695,Business Loan,Startup Funding,555337,10.7,180,2020-12-11,2035-09-24,Closed,No,0,0,,Closed,Factory,Husband,No,3085.0,Shreya Rathi,24,M,Current,691,Corporate,Jaipur
P2P Lending,C473,L216,Education Loan,Higher Education,2200581,7.3,60,2019-12-01,2024-11-04,Ongoing,No,2200581,3,,Active,None,Wife,No,36676.0,Rajesh Patel,29,F,Current,660,Retail,Lucknow
P2P Lending,C743,L476,Education Loan,Higher Education,865581,8.5,240,2024-07-19,2044-04-05,Ongoing,No,865581,3,,Active,None,Father,Yes,3607.0,Rahul Verma,44,M,Savings,653,Retail,Pune
P2P Lending,C408,L686,Education Loan,Overseas Study,2262212,14.4,60,2022-06-17,2027-05-22,Ongoing,No,2262212,6,,Active,None,Father,Yes,37704.0,Kunal Rao,55,M,Current,616,SME,Hyderabad
P2P Lending,C238,L25,Personal Loan,Wedding Expenses,314543,9.9,48,2022-09-15,2026-08-25,Closed,No,0,0,,Closed,None,Mother,Yes,6553.0,Rohit Nair,33,M,Current,686,Retail,Jaipur
P2P Lending,C1686,L162,Education Loan,Higher Education,4589140,8.0,48,2021-02-13,2025-01-23,Ongoing,No,4589140,2,,Active,None,Mother,No,95607.0,Anjali Mehta,42,F,Current,605,Corporate,Bangalore
P2P Lending,C1508,L858,Personal Loan,Debt Consolidation,925694,14.9,24,2021-11-19,2023-11-09,Closed,No,0,0,,Closed,None,None,No,38571.0,Neha Patel,49,M,Savings,791,SME,Mumbai
P2P Lending,C1410,L574,Education Loan,Overseas Study,496949,14.0,48,2021-05-15,2025-04-24,Ongoing,No,496949,6,,Active,None,Mother,Yes,10353.0,Anjali Kapoor,55,F,Savings,719,Corporate,Pune
P2P Lending,C1915,L1397,Personal Loan,Wedding Expenses,3067679,9.3,60,2021-07-13,2026-06-17,Defaulted,No,3067679,2,2024-05-27,Recovery,None,Father,No,51128.0,Sunita Kumar,39,M,Savings,676,Retail,Gurugram
P2P Lending,C1654,L1568,Business Loan,Startup Funding,3038790,10.6,48,2020-08-07,2024-07-17,Closed,No,0,0,,Closed,Factory,Mother,No,63308.0,Pooja Kapoor,30,F,Current,626,SME,Bangalore
P2P Lending,C1158,L951,Business Loan,Working Capital,724718,11.5,24,2021-10-29,2023-10-19,Ongoing,No,724718,5,,Active,Factory,Wife,No,30197.0,Sunita Iyer,59,F,Current,677,Retail,Kolkata
P2P Lending,C874,L1432,Personal Loan,Medical Expenses,2209430,7.4,48,2023-08-06,2027-07-16,Defaulted,Yes,2209430,0,2026-05-07,Recovery,None,Husband,No,46030.0,Deepak Patel,38,F,Current,751,SME,Kolkata
P2P Lending,C1859,L451,Home Loan,Residential Property,1670981,13.4,36,2022-11-03,2025-10-18,Ongoing,No,1670981,1,,Active,House,None,Yes,46416.0,Anita Bansal,43,M,Current,654,SME,Patna
P2P Lending,C326,L584,Home Loan,Residential Property,1605011,8.2,60,2022-09-20,2027-08-25,Ongoing,No,1605011,0,,Active,House,Mother,No,26750.0,Amit Iyer,43,M,Savings,734,Corporate,Bangalore
P2P Lending,C1458,L529,Education Loan,Overseas Study,2274749,7.7,60,2021-03-18,2026-02-20,Closed,No,0,0,,Closed,None,Husband,No,37912.0,Meera Nair,46,F,Current,737,SME,Kolkata
P2P Lending,C99,L653,Business Loan,Startup Funding,3073995,13.4,96,2020-02-28,2028-01-17,Ongoing,No,3073995,2,,Active,Factory,Mother,Yes,32021.0,Anjali Kumar,32,M,Current,748,Retail,Gurugram
P2P Lending,C1217,L863,Personal Loan,Medical Expenses,1584860,11.0,48,2021-11-26,2025-11-05,Ongoing,No,1584860,2,,Active,None,Wife,No,33018.0,Rahul Singh,39,F,Current,795,SME,Chennai
P2P Lending,C461,L1294,Home Loan,Renovation,3619650,14.9,48,2020-03-01,2024-02-09,Ongoing,No,3619650,1,,Active,House,Father,No,75409.0,Anita Sharma,44,M,Current,664,SME,Mumbai
P2P Lending,C530,L1733,Education Loan,Higher Education,4232025,7.0,24,2019-04-06,2021-03-26,Ongoing,No,4232025,5,,Active,None,Mother,Yes,176334.0,Deepak Desai,32,F,Savings,796,Corporate,Chennai
P2P Lending,C503,L615,Home Loan,Residential Property,2776563,9.6,120,2024-11-04,2034-09-13,Closed,No,0,0,,Closed,House,Mother,Yes,23138.0,Rahul Bansal,56,M,Current,604,Retail,Jaipur
P2P Lending,C1133,L1097,Business Loan,Business Expansion,1003035,8.5,96,2021-11-09,2029-09-28,Ongoing,No,1003035,0,,Active,Factory,Mother,Yes,10448.0,Shreya Verma,58,F,Savings,697,SME,Lucknow
P2P Lending,C541,L1299,Car Loan,Vehicle Purchase,4628056,14.8,240,2023-09-26,2043-06-13,Ongoing,No,4628056,1,,Active,Car,Brother,No,19284.0,Rahul Bansal,50,M,Current,736,SME,Lucknow
P2P Lending,C786,L1423,Car Loan,Vehicle Purchase,1673022,13.9,36,2022-09-25,2025-09-09,Ongoing,No,1673022,5,,Active,Car,Father,Yes,46473.0,Anjali Nair,45,M,Current,701,SME,Hyderabad
P2P Lending,C542,L1131,Home Loan,Renovation,4836037,11.2,120,2022-11-26,2032-10-04,Ongoing,No,4836037,6,,Active,House,None,Yes,40300.0,Shreya Mehta,35,F,Savings,759,Corporate,Gurugram
P2P Lending,C618,L685,Business Loan,Startup Funding,1008141,11.8,180,2021-01-10,2035-10-24,Defaulted,No,1008141,5,2024-09-22,Recovery,Factory,Brother,No,5601.0,Arjun Rao,37,M,Current,761,SME,Chennai
P2P Lending,C260,L493,Car Loan,Vehicle Purchase,3319298,9.0,120,2022-04-25,2032-03-03,Ongoing,No,3319298,5,,Active,Car,None,Yes,27661.0,Sneha Verma,40,M,Savings,622,Corporate,Mumbai
P2P Lending,C1833,L1735,Education Loan,Higher Education,3115568,14.1,120,2023-09-21,2033-07-30,Ongoing,No,3115568,2,,Active,None,Father,Yes,25963.0,Amit Patel,56,F,Savings,678,SME,Chennai
P2P Lending,C1332,L1462,Personal Loan,Wedding Expenses,1660573,8.2,48,2022-06-04,2026-05-14,Ongoing,No,1660573,1,,Active,None,Wife,Yes,34595.0,Anjali Nair,53,M,Current,699,SME,Ahmedabad
P2P Lending,C1942,L865,Home Loan,Renovation,2341218,8.0,36,2023-01-26,2026-01-10,Closed,No,0,0,,Closed,House,Mother,No,65034.0,Pooja Nair,41,M,Savings,611,Retail,Kolkata
P2P Lending,C960,L1468,Personal Loan,Debt Consolidation,3690236,14.9,240,2022-12-28,2042-09-14,Ongoing,No,3690236,2,,Active,None,Wife,No,15376.0,Sunita Joshi,29,F,Savings,706,Corporate,Pune
P2P Lending,C157,L459,Education Loan,Overseas Study,3461854,13.0,48,2021-09-18,2025-08-28,Ongoing,No,3461854,6,,Active,None,Brother,Yes,72122.0,Neha Verma,35,M,Current,705,Retail,Ahmedabad
P2P Lending,C65,L956,Education Loan,Overseas Study,4167616,13.2,36,2025-11-08,2028-10-23,Closed,No,0,0,,Closed,None,None,Yes,115767.0,Shalini Nair,50,F,Current,647,SME,Kolkata
P2P Lending,C1202,L896,Education Loan,Overseas Study,4075785,9.3,36,2022-09-24,2025-09-08,Ongoing,No,4075785,0,,Active,None,Mother,No,113216.0,Anjali Desai,47,M,Current,710,SME,Hyderabad
P2P Lending,C1265,L1144,Car Loan,Vehicle Purchase,2800665,11.5,36,2019-06-17,2022-06-01,Ongoing,No,2800665,6,,Active,Car,Wife,No,77796.0,Megha Joshi,36,F,Savings,652,Retail,Kolkata
P2P Lending,C1628,L540,Home Loan,Residential Property,4116848,11.0,48,2021-03-26,2025-03-05,Closed,No,0,0,,Closed,House,Father,Yes,85768.0,Rahul Bansal,32,F,Savings,647,Retail,Kolkata
P2P Lending,C875,L503,Education Loan,Overseas Study,3363016,9.0,96,2024-03-21,2032-02-08,Ongoing,No,3363016,4,,Active,None,Wife,Yes,35031.0,Anjali Bansal,43,F,Savings,692,Corporate,Patna
P2P Lending,C1652,L1271,Education Loan,Overseas Study,428275,12.8,24,2023-05-08,2025-04-27,Ongoing,No,428275,0,,Active,None,Father,Yes,17845.0,Megha Rao,25,F,Savings,795,SME,Gurugram
P2P Lending,C694,L177,Education Loan,Overseas Study,893384,10.3,180,2022-04-18,2037-01-29,Ongoing,No,893384,4,,Active,None,Father,Yes,4963.0,Neha Malhotra,34,F,Current,770,Retail,Jaipur
P2P Lending,C1044,L1624,Personal Loan,Medical Expenses,287543,13.5,240,2023-10-24,2043-07-11,Ongoing,No,287543,0,,Active,None,Wife,No,1198.0,Rahul Rao,44,M,Savings,644,Retail,Lucknow
P2P Lending,C1971,L1365,Home Loan,Residential Property,4108347,9.1,96,2022-06-07,2030-04-26,Ongoing,No,4108347,1,,Active,House,Brother,No,42795.0,Megha Sharma,37,M,Current,607,Retail,Ahmedabad
P2P Lending,C1941,L1340,Business Loan,Startup Funding,2226816,14.6,240,2020-01-24,2039-10-11,Ongoing,No,2226816,5,,Active,Factory,None,No,9278.0,Rahul Gupta,35,F,Savings,741,Corporate,Gurugram
P2P Lending,C1242,L299,Business Loan,Startup Funding,4474600,8.0,96,2023-10-19,2031-09-07,Defaulted,Yes,4474600,0,2025-06-21,Recovery,Factory,Father,Yes,46610.0,Pooja Kapoor,47,F,Savings,688,Retail,Bangalore
P2P Lending,C55,L1296,Education Loan,Overseas Study,3052002,13.0,240,2023-09-10,2043-05-28,Closed,No,0,0,,Closed,None,Husband,No,12717.0,Anita Verma,31,M,Current,703,SME,Chennai
P2P Lending,C1136,L1706,Business Loan,Startup Funding,3768247,9.5,24,2023-12-26,2025-12-15,Ongoing,No,3768247,4,,Active,Factory,Father,No,157010.0,Sunita Rathi,43,F,Savings,729,Retail,Chennai
P2P Lending,C1782,L1130,Car Loan,Vehicle Purchase,2540984,8.4,240,2021-08-20,2041-05-07,Ongoing,No,2540984,1,,Active,Car,None,No,10587.0,Meera Rao,33,F,Savings,602,Retail,Chennai
P2P Lending,C1600,L1577,Business Loan,Startup Funding,2482558,8.3,240,2024-12-30,2044-09-16,Closed,No,0,0,,Closed,Factory,Husband,No,10344.0,Shreya Joshi,30,M,Savings,677,SME,Hyderabad
P2P Lending,C912,L1674,Business Loan,Startup Funding,3671920,15.0,96,2019-09-13,2027-08-02,Ongoing,No,3671920,2,,Active,Factory,Husband,Yes,38249.0,Vikram Bansal,42,M,Savings,671,Retail,Bangalore
P2P Lending,C1957,L150,Personal Loan,Medical Expenses,4822925,8.4,96,2023-01-31,2030-12-20,Ongoing,No,4822925,6,,Active,None,Father,Yes,50239.0,Sunita Gupta,38,F,Savings,791,SME,Delhi
P2P Lending,C1311,L766,Personal Loan,Medical Expenses,1608227,9.1,60,2020-11-26,2025-10-31,Ongoing,No,1608227,5,,Active,None,Mother,Yes,26804.0,Rahul Kumar,26,M,Current,682,Corporate,Lucknow
P2P Lending,C959,L1497,Business Loan,Startup Funding,3971263,7.6,120,2020-11-20,2030-09-29,Defaulted,Yes,3971263,3,2025-02-06,Recovery,Factory,Mother,Yes,33094.0,Megha Rathi,40,F,Savings,800,Retail,Jaipur
P2P Lending,C1631,L1229,Car Loan,Vehicle Purchase,2033443,10.2,96,2023-08-16,2031-07-05,Ongoing,No,2033443,3,,Active,Car,Husband,No,21182.0,Megha Singh,26,M,Current,795,SME,Bangalore
P2P Lending,C1802,L1429,Car Loan,Vehicle Purchase,4041287,15.0,120,2023-12-16,2033-10-24,Ongoing,No,4041287,2,,Active,Car,Husband,No,33677.0,Amit Verma,42,F,Savings,606,Retail,Bangalore
P2P Lending,C139,L942,Home Loan,Residential Property,1037029,8.8,24,2025-10-29,2027-10-19,Ongoing,No,1037029,2,,Active,House,Mother,No,43210.0,Rohit Desai,38,M,Current,627,SME,Pune
P2P Lending,C1913,L18,Personal Loan,Debt Consolidation,1784922,11.4,48,2025-12-20,2029-11-29,Closed,No,0,0,,Closed,None,Husband,No,37186.0,Kunal Rao,35,M,Savings,657,Retail,Ahmedabad
P2P Lending,C1416,L601,Home Loan,Renovation,1825678,14.2,96,2025-03-13,2033-01-30,Defaulted,Yes,1825678,1,2025-11-02,Recovery,House,Mother,No,19017.0,Pooja Desai,42,M,Current,724,Retail,Ahmedabad
P2P Lending,C1223,L1953,Home Loan,Renovation,2224425,13.6,36,2020-10-13,2023-09-28,Ongoing,No,2224425,1,,Active,House,Wife,Yes,61790.0,Neha Rao,43,M,Current,763,Retail,Pune
P2P Lending,C218,L1031,Business Loan,Startup Funding,3402539,9.0,240,2023-08-19,2043-05-06,Closed,No,0,0,,Closed,Factory,None,Yes,14177.0,Shalini Rathi,58,M,Savings,736,SME,Gurugram
P2P Lending,C192,L1253,Education Loan,Overseas Study,3664330,11.0,96,2024-03-14,2032-02-01,Ongoing,No,3664330,4,,Active,None,Brother,Yes,38170.0,Anjali Gupta,52,M,Savings,634,Retail,Ahmedabad
P2P Lending,C594,L633,Business Loan,Business Expansion,3993023,7.6,120,2022-06-09,2032-04-17,Ongoing,No,3993023,1,,Active,Factory,Brother,No,33275.0,Anita Joshi,43,F,Savings,600,Corporate,Hyderabad
P2P Lending,C1303,L405,Business Loan,Working Capital,4112668,12.6,240,2019-06-05,2039-02-20,Ongoing,No,4112668,0,,Active,Factory,Father,No,17136.0,Megha Nair,24,F,Current,626,SME,Bangalore
P2P Lending,C1783,L65,Home Loan,Renovation,2541655,8.3,60,2025-03-27,2030-03-01,Ongoing,No,2541655,1,,Active,House,Brother,No,42361.0,Vikram Sharma,30,M,Savings,622,Corporate,Patna
P2P Lending,C97,L1428,Education Loan,Higher Education,530079,9.6,96,2020-06-14,2028-05-03,Ongoing,No,530079,1,,Active,None,Mother,Yes,5522.0,Pooja Joshi,59,F,Current,682,SME,Gurugram
P2P Lending,C643,L169,Car Loan,Vehicle Purchase,3737817,8.3,240,2021-05-31,2041-02-15,Defaulted,Yes,3737817,4,2026-05-23,Recovery,Car,Wife,Yes,15574.0,Suresh Singh,32,M,Current,757,Corporate,Gurugram
P2P Lending,C967,L818,Education Loan,Higher Education,2556958,9.7,48,2023-02-03,2027-01-13,Ongoing,No,2556958,1,,Active,None,Mother,No,53270.0,Suresh Patel,51,M,Current,721,Corporate,Jaipur
P2P Lending,C302,L1837,Business Loan,Working Capital,329681,14.3,96,2019-08-02,2027-06-21,Ongoing,No,329681,4,,Active,Factory,None,No,3434.0,Anita Iyer,39,F,Savings,766,SME,Kolkata
P2P Lending,C1554,L1163,Business Loan,Business Expansion,923566,10.1,120,2021-05-19,2031-03-28,Ongoing,No,923566,6,,Active,Factory,Wife,No,7696.0,Arjun Sharma,26,F,Savings,763,Corporate,Bangalore
P2P Lending,C246,L164,Personal Loan,Debt Consolidation,1849690,11.1,96,2021-01-31,2028-12-20,Closed,No,0,0,,Closed,None,Wife,Yes,19268.0,Rajesh Desai,43,F,Savings,764,Corporate,Hyderabad
P2P Lending,C153,L1874,Business Loan,Business Expansion,3597716,10.2,24,2022-07-09,2024-06-28,Closed,No,0,0,,Closed,Factory,Brother,Yes,149905.0,Kunal Verma,45,M,Savings,739,Retail,Hyderabad
P2P Lending,C1432,L625,Personal Loan,Debt Consolidation,1588834,12.1,96,2020-04-17,2028-03-06,Closed,No,0,0,,Closed,None,Wife,Yes,16550.0,Shreya Mehta,42,M,Current,756,Retail,Ahmedabad
P2P Lending,C209,L1978,Personal Loan,Medical Expenses,732574,12.6,48,2024-06-05,2028-05-15,Ongoing,No,732574,1,,Active,None,None,Yes,15262.0,Anita Rathi,27,F,Current,638,Retail,Ahmedabad
P2P Lending,C871,L1344,Business Loan,Working Capital,3605495,12.5,48,2019-08-12,2023-07-22,Ongoing,No,3605495,6,,Active,Factory,Brother,Yes,75114.0,Anjali Mehta,48,M,Savings,763,Corporate,Kolkata
P2P Lending,C444,L1724,Home Loan,Residential Property,508848,11.1,36,2020-06-12,2023-05-28,Ongoing,No,508848,1,,Active,House,Father,No,14135.0,Rajesh Mehta,59,M,Current,723,Retail,Bangalore
P2P Lending,C1502,L1825,Car Loan,Vehicle Purchase,473867,11.5,120,2022-12-01,2032-10-09,Ongoing,No,473867,0,,Active,Car,None,Yes,3949.0,Sunita Joshi,35,F,Current,655,Retail,Lucknow
P2P Lending,C98,L1946,Education Loan,Higher Education,4369249,11.0,96,2019-12-03,2027-10-22,Defaulted,Yes,4369249,6,2026-03-04,Recovery,None,Husband,No,45513.0,Rohit Bansal,38,M,Current,770,Corporate,Lucknow
P2P Lending,C1220,L1485,Business Loan,Business Expansion,1502940,13.1,60,2020-03-23,2025-02-25,Closed,No,0,0,,Closed,Factory,Mother,No,25049.0,Rajesh Mehta,54,F,Savings,748,SME,Pune
P2P Lending,C229,L263,Personal Loan,Medical Expenses,1849718,13.5,96,2025-01-09,2032-11-28,Ongoing,No,1849718,2,,Active,None,Wife,Yes,19268.0,Anjali Iyer,51,M,Current,725,SME,Chennai
P2P Lending,C158,L366,Personal Loan,Wedding Expenses,4967679,11.9,24,2021-12-07,2023-11-27,Defaulted,Yes,4967679,2,2025-06-06,Recovery,None,Husband,No,206987.0,Anjali Patel,60,F,Current,635,Corporate,Kolkata
P2P Lending,C328,L715,Business Loan,Business Expansion,2314042,13.2,36,2025-05-14,2028-04-28,Ongoing,No,2314042,2,,Active,Factory,Wife,No,64279.0,Shalini Iyer,22,M,Savings,748,Retail,Mumbai
P2P Lending,C880,L1159,Business Loan,Working Capital,3284890,8.7,240,2021-12-31,2041-09-17,Ongoing,No,3284890,3,,Active,Factory,Brother,No,13687.0,Shalini Sharma,39,F,Savings,746,SME,Patna
P2P Lending,C1450,L404,Business Loan,Startup Funding,1705891,13.3,36,2020-06-25,2023-06-10,Ongoing,No,1705891,4,,Active,Factory,Husband,No,47386.0,Sunita Verma,37,F,Savings,728,Corporate,Mumbai
P2P Lending,C488,L1619,Home Loan,Renovation,3425461,9.2,60,2025-12-07,2030-11-11,Ongoing,No,3425461,5,,Active,House,Husband,No,57091.0,Kunal Desai,46,F,Current,769,SME,Kolkata
P2P Lending,C738,L1721,Car Loan,Vehicle Purchase,2220160,9.4,96,2019-06-11,2027-04-30,Closed,No,0,0,,Closed,Car,Father,No,23127.0,Amit Kumar,37,F,Savings,783,SME,Chennai
P2P Lending,C1400,L878,Personal Loan,Medical Expenses,2617702,8.5,60,2022-01-05,2026-12-10,Ongoing,No,2617702,0,,Active,None,Father,No,43628.0,Rajesh Malhotra,30,M,Savings,708,SME,Delhi
P2P Lending,C952,L1765,Business Loan,Working Capital,4560340,13.7,24,2025-08-13,2027-08-03,Ongoing,No,4560340,6,,Active,Factory,Husband,No,190014.0,Amit Bansal,57,F,Savings,657,Retail,Kolkata
P2P Lending,C1689,L1972,Home Loan,Renovation,1113972,8.9,240,2021-09-14,2041-06-01,Ongoing,No,1113972,0,,Active,House,Wife,No,4642.0,Deepak Gupta,35,M,Savings,790,SME,Ahmedabad
P2P Lending,C1618,L1885,Business Loan,Working Capital,2817992,12.1,24,2019-11-19,2021-11-08,Ongoing,No,2817992,4,,Active,Factory,Wife,Yes,117416.0,Arjun Desai,44,F,Savings,703,SME,Mumbai
P2P Lending,C1535,L837,Home Loan,Renovation,1789329,8.7,120,2019-06-02,2029-04-10,Defaulted,Yes,1789329,5,2025-11-30,Recovery,House,Brother,Yes,14911.0,Pooja Rathi,47,F,Current,623,SME,Jaipur
P2P Lending,C151,L993,Personal Loan,Medical Expenses,3951133,14.8,60,2024-08-15,2029-07-20,Ongoing,No,3951133,2,,Active,None,Wife,No,65852.0,Anjali Patel,52,F,Current,663,Retail,Lucknow
P2P Lending,C1755,L1756,Car Loan,Vehicle Purchase,613020,14.6,96,2025-03-23,2033-02-09,Closed,No,0,0,,Closed,Car,Mother,No,6386.0,Shreya Gupta,50,M,Savings,710,Corporate,Lucknow
P2P Lending,C872,L625,Car Loan,Vehicle Purchase,4347643,14.3,24,2025-08-15,2027-08-05,Closed,No,0,0,,Closed,Car,None,Yes,181152.0,Shreya Kapoor,31,F,Current,706,Corporate,Kolkata
P2P Lending,C302,L676,Car Loan,Vehicle Purchase,2839038,7.8,240,2025-12-08,2045-08-25,Ongoing,No,2839038,0,,Active,Car,None,No,11829.0,Shalini Sharma,56,F,Current,701,SME,Jaipur
P2P Lending,C837,L1879,Personal Loan,Medical Expenses,534402,13.7,36,2020-06-20,2023-06-05,Ongoing,No,534402,4,,Active,None,Brother,Yes,14844.0,Rajesh Rathi,34,M,Current,712,SME,Delhi
P2P Lending,C408,L1023,Home Loan,Residential Property,2538553,12.4,96,2023-03-07,2031-01-24,Ongoing,No,2538553,2,,Active,House,Wife,No,26443.0,Neha Patel,56,F,Savings,668,Corporate,Hyderabad
P2P Lending,C614,L1948,Business Loan,Business Expansion,4388140,13.5,96,2024-05-12,2032-03-31,Ongoing,No,4388140,5,,Active,Factory,Wife,No,45710.0,Megha Kumar,38,F,Current,726,Retail,Chennai
P2P Lending,C1702,L647,Car Loan,Vehicle Purchase,1425520,11.4,96,2019-11-09,2027-09-28,Ongoing,No,1425520,2,,Active,Car,Mother,Yes,14849.0,Rahul Desai,37,F,Savings,699,Retail,Jaipur
P2P Lending,C1883,L1354,Car Loan,Vehicle Purchase,2938539,13.8,36,2023-10-20,2026-10-04,Ongoing,No,2938539,3,,Active,Car,Wife,Yes,81626.0,Shreya Mehta,51,F,Savings,770,Retail,Chennai
P2P Lending,C863,L308,Home Loan,Renovation,1258974,9.1,180,2021-09-22,2036-07-05,Defaulted,Yes,1258974,5,2025-07-20,Recovery,House,Wife,No,6994.0,Anjali Singh,53,M,Savings,613,Corporate,Ahmedabad
P2P Lending,C894,L1790,Car Loan,Vehicle Purchase,3361070,11.8,60,2024-04-13,2029-03-18,Closed,No,0,0,,Closed,Car,Mother,Yes,56018.0,Rahul Iyer,45,F,Savings,769,Corporate,Hyderabad
P2P Lending,C843,L280,Home Loan,Residential Property,2932831,10.6,180,2024-12-08,2039-09-21,Defaulted,Yes,2932831,6,2025-02-05,Recovery,House,Mother,Yes,16294.0,Rajesh Verma,31,F,Savings,637,Corporate,Delhi
P2P Lending,C975,L1418,Car Loan,Vehicle Purchase,3078059,13.7,60,2023-06-26,2028-05-30,Ongoing,No,3078059,0,,Active,Car,Wife,Yes,51301.0,Deepak Sharma,29,M,Savings,684,Corporate,Bangalore
P2P Lending,C1050,L110,Education Loan,Higher Education,2633385,14.3,120,2023-10-30,2033-09-07,Ongoing,No,2633385,3,,Active,None,Mother,Yes,21945.0,Shreya Nair,48,M,Current,612,Corporate,Mumbai
P2P Lending,C748,L30,Business Loan,Working Capital,2378524,10.5,60,2024-09-15,2029-08-20,Ongoing,No,2378524,1,,Active,Factory,Wife,Yes,39642.0,Anita Patel,27,M,Savings,623,Retail,Mumbai
P2P Lending,C1673,L96,Business Loan,Business Expansion,3099875,8.8,180,2024-06-20,2039-04-03,Defaulted,Yes,3099875,2,2024-09-13,Recovery,Factory,None,No,17222.0,Rajesh Joshi,39,M,Savings,675,Retail,Kolkata
P2P Lending,C11,L767,Education Loan,Overseas Study,501487,8.5,96,2021-08-22,2029-07-11,Ongoing,No,501487,0,,Active,None,Brother,No,5224.0,Sneha Singh,31,M,Savings,779,Retail,Chennai
P2P Lending,C483,L1786,Car Loan,Vehicle Purchase,700754,7.9,24,2022-08-20,2024-08-09,Ongoing,No,700754,5,,Active,Car,None,Yes,29198.0,Shreya Sharma,42,F,Savings,670,SME,Hyderabad
